Edifsa	O
,	O
Fundación	O
Salamanca	LOC
Ciudad	O
de	O
Cultura	O
,	O
2005	O
Salamanca	LOC
,	O
Edifsa	O
,	O
2009	O
Santiago	O
,	O
Imp	O
.	O
de	O
Julio	O
Belin	O
y	O
Cía.	O
,	O
1851	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
de	O
La	O
Tribuna	O
,	O
1876	O
Santiago	O
,	O
Imp	O
.	O
de	O
Julio	O
Belin	O
y	O
Cía.	O
,	O
1852	O
Santiago	LOC
de	LOC
Chile	LOC
,	O
Imp	O
.	O
de	O
Julio	O
Belín	O
y	O
Cía.	O
,	O
1854	O
Nueva	O
York	LOC
,	O
Imprenta	O
de	O
Hallet	O
y	O
Breen	O
,	O
1867	O
Nueva	O
York	LOC
,	O
Imprenta	O
deAmbas	O
Américas	O
''	O
,	O
1867	O
Nueva	O
York	LOC
,	O
Imprenta	O
deAmbas	O
Américas	O
''	O
,	O
1868	O
Buenos	LOC
Aires	LOC
,	O
ImprentaEuropea	O
''	O
,	O
1884	O
Santiago	LOC
de	LOC
Chile	LOC
,	O
Imprenta	O
de	O
Julio	O
Belín	O
i	O
Compañía	O
,	O
1855	O
Nueva	O
York	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1866	O
Quito	LOC
,	O
Imprenta	O
de	O
los	O
huerfanos	O
de	O
Valencia	LOC
,	O
1861	O
Ambato	O
,	O
Imprenta	O
Municipal	O
,	O
1952	O
Santiago	O
,	O
Imp	O
.	O
de	O
Julio	O
Belín	O
y	O
Cía.	O
,	O
1851	O
Sevilla	LOC
:	O
Calvo-Rubio	O
y	O
Cia.	O
,	O
1844	O
-LSB-	O
Buenos	LOC
Aires	LOC
-RSB-	O
,	O
Augusto	O
Belín	O
,	O
-LSB-	O
1882	O
-RSB-	O
Montevideo	LOC
,	O
O.M.Bertani	O
,	O
1915	O
Montevideo	LOC
,	O
O.M.Bertani	O
,	O
1913	O
Barcelona	LOC
:	O
Librería	O
de	O
Juan	O
Bastinos	O
é	O
Hijo	O
,	O
1866	O
París	LOC
,	O
Sociedad	O
de	O
Ediciones	O
literarias	O
y	O
Artísticas	O
,	O
Librería	O
P.	O
Ollendorff	O
,	O
1909	O
París	LOC
,	O
Sociedad	O
de	O
Ediciones	O
Literarias	O
y	O
Artísticas	O
,	O
1909	O
México	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1902	O
-LRB-	O
Oficina	O
Impresora	O
de	O
Estampillas	O
-RRB-	O
Granada	LOC
:	O
Imp	O
.	O
de	O
José	PERS
López	PERS
Guevara	PERS
,	O
1891	O
Barcelona	LOC
:	O
Mauro	O
Martí	O
,	O
1750	O
Cádiz	LOC
:	O
Imprenta	O
y	O
Litografía	O
de	O
la	O
Revista	O
Médica	O
,	O
1870	O
Sevilla	LOC
,	O
Imprenta	O
de	O
la	O
Andalucía	LOC
,	O
1862	O
Sevilla	LOC
,	O
Eduardo	O
Perié	O
;	O
Madrid	LOC
,	O
Félix	O
Perié	O
,	O
1869	O
Valencia	LOC
,	O
Sempere	O
,	O
-LSB-	O
1910	O
?	O
-RSB-	O
Río	LOC
de	LOC
Janeiro	LOC
,	O
B.L.	O
Garnier	O
,	O
1875	O
Valencia	LOC
,	O
F.	O
Sempere	O
y	O
Compañía	O
,	O
-LSB-	O
1908	O
?	O
-RSB-	O
Valencia	LOC
,	O
Sempere	O
,	O
cop	O
.1924	O
Valencia	LOC
,	O
Sempere	O
,	O
cop	O
.1923	O
Valencia	LOC
,	O
F.	O
Sempere	O
y	O
Compañía	O
,	O
c.a.	O
-LSB-	O
1920	O
-RSB-	O
Barcelona	LOC
:	O
Juventud	O
,	O
1935	O
-LRB-	O
Barcelona	LOC
:	O
Clarasó	O
-RRB-	O
Francofurti	LOC
ad	O
Moenum	O
:	O
prodit	O
typis	O
Nicolai	O
Hoffmanni	O
,	O
impensa	O
Iacobi	O
Fischeri	O
...	O
,	O
1610	O
.	O
Romae	LOC
:	O
sumptibus	O
Bouchard	O
et	O
Gravier	O
:	O
ex	O
Typographia	O
Pauli	O
Junchi	O
,	O
1772-1793	O
.	O
Venetiis	LOC
:	O
Simon	O
de	O
Luere	O
;	O
impens	O
.	O
Andreae	O
Torresani	O
,	O
27	O
septiembre	O
,	O
1499	O
.	O
Venetiis	LOC
:	O
Bernardus	O
Pictor	O
,	O
Erhardus	O
Ratdolt	O
et	O
Petrus	O
Loeslein	O
,	O
1477	O
.	O
Venetiis	LOC
:	O
Aldus	O
Manutius	O
,	O
15	O
julio	O
,	O
1498	O
.	O
Venetiis	LOC
:	O
Philippus	O
Pincius	O
,	O
26	O
abril	O
,	O
1498	O
.	O
Venetiis	LOC
:	O
Christophorus	O
Valdarfer	O
,	O
-LSB-	O
n.d.	O
9	O
noviembre	O
-RSB-	O
,	O
1471	O
.	O
-LSB-	O
Lugduni	LOC
:	O
Johannes	O
Siber	O
,	O
n.d.	O
1484	O
-RSB-	O
Bononiae	LOC
:	O
Johannes	O
Antonius	PERS
de	O
Benedictis	O
,	O
10	O
julio	O
,	O
1500	O
.	O
Parisiis	LOC
:	O
-LSB-	O
Johannes	O
Higman	O
et	O
-RSB-	O
Wolfgangus	O
Hopyl	O
,	O
31	O
julio	O
,	O
1494	O
.	O
-LSB-	O
Parisiis	LOC
:	O
Petrus	O
Levet	O
,	O
ca.	O
1497	O
-RSB-	O
Venetiis	LOC
:	O
Raynaldus	O
de	O
Novimagio	O
,	O
14	O
septiembre	O
,	O
1496	O
.	O
Venetiis	LOC
:	O
Bernardus	O
Pictor	O
,	O
Petrus	O
Loeslein	O
et	O
Erhardus	O
Ratdolt	O
,	O
1476	O
.	O
Venetiis	LOC
:	O
Johannes	O
Hamman	O
:	O
impens	O
.	O
CasParis	LOC
Grosch	O
et	O
Stephani	O
Roemer	O
,	O
31	O
agosto	O
,	O
1496	O
.	O
Venetiis	LOC
:	O
Johannes	O
Tacuinus	O
,	O
12	O
junio	O
,	O
1497	O
.	O
Ulmae	O
:	O
Johannes	O
Zainer	O
,	O
26	O
octubre	O
,	O
1474	O
.	O
-LSB-	O
Parisiis	LOC
:	O
Antonius	PERS
Caillaut	O
,	O
d.	O
5	O
junio	O
,	O
1490	O
-RSB-	O
-LSB-	O
Argentinae	LOC
:	O
Adolphus	O
Rusch	O
,	O
a.	O
20	O
julio	O
,	O
1467	O
-RSB-	O
Basileae	LOC
:	O
-LSB-	O
Johannes	O
Amerbach	O
-RSB-	O
,	O
1480	O
.	O
Venetiis	LOC
:	O
Bernardinus	O
Celerius	O
,	O
30	O
abril	O
,	O
1484	O
.	O
Ulmae	O
:	O
Johannes	O
Reger	O
:	O
impens	O
.	O
Justi	O
de	O
Albano	O
,	O
21	O
julio	O
,	O
1486	O
.	O
Parisiis	LOC
:	O
ex	O
officina	O
Gulielmi	O
Bossozeli	O
...	O
,	O
1541	O
.	O
Pressit	O
apud	O
Argentoracos	O
...	O
:	O
Joannes	O
grüniger	O
...	O
,	O
1509	O
.	O
-LSB-	O
Mediolani	O
:	O
Io	O
.	O
Iacomo	O
e	O
Frat	O
.	O
de	O
Legnano	O
,	O
1511	O
-RSB-	O
Antuerpiae	LOC
:	O
apud	O
Hieronymum	O
Verdussium	O
,	O
1615	O
.	O
En	O
Mexico	LOC
:	O
en	O
casa	O
de	O
Pedro	O
Ocharte	O
,	O
1592	O
.	O
En	O
Mexico	LOC
:	O
en	O
Casa	O
de	O
Antonio	O
de	O
Spinosa	O
,	O
1571	O
.	O
Brvssellas	O
:	O
En	O
casa	O
de	O
Roger	O
Velpius	O
,	O
1589	O
.	O
Venetiis	LOC
:	O
apud	O
Franciscum	O
de	O
Franciscis	O
Senensem	O
-LSB-	O
et	O
-RSB-	O
Ioannem	O
Chriegher	O
,	O
1569	O
.	O
En	O
Mexico	LOC
:	O
en	O
el	O
Conuento	O
de	O
Sanctiago	O
Tlatilulco	O
,	O
por	O
M.	O
Ocharte	O
,	O
1600	O
.	O
A	O
Anvers	O
:	O
par	O
Corneille	O
Lectin	O
,	O
1614	O
.	O
In	O
Venetia	LOC
:	O
appresso	O
Antonio	O
Bariletti	O
et	O
Fratelli	O
al	O
Segno	O
del	O
Mondo	O
,	O
1630	O
-LRB-	O
appresso	O
Euangelista	O
Deuchino	O
,	O
1624	O
-RRB-	O
-LSB-	O
Florencia	O
?	O
-RSB-	O
:	O
-LSB-	O
s.	O
n.	O
-RSB-	O
,	O
1569	O
.	O
En	O
Palermo	LOC
:	O
por	O
Thomas	O
Romolo	O
...	O
,	O
1689	O
.	O
In	O
Firenze	LOC
:	O
nella	O
stamperia	O
di	O
S.A.S.	O
,	O
1658	O
Sevilla	LOC
:	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1881	O
-LRB-	O
Imp	O
.	O
José	O
Mª	O
Ariza	O
-RRB-	O
En	O
Mallorca	LOC
:	O
En	O
la	O
Oficina	O
de	O
la	O
Viuda	O
Frau	O
...	O
,	O
1750	O
Barcelona	LOC
:	O
Imprenta	O
del	O
Diario	O
de	O
Barcelona	LOC
,	O
1874	O
Barcelona	LOC
:	O
Imprenta	O
del	O
Diario	O
de	O
Barcelona	LOC
,	O
1869	O
Valladolid	LOC
:	O
Imp	O
.	O
y	O
Lib	O
.	O
de	O
la	O
Viuda	O
de	O
Cuesta	O
e	O
Hijos	O
,	O
1884	O
Barcelona	LOC
:	O
Imprenta	O
del	O
Diario	O
de	O
Barcelona	LOC
,	O
1857	O
Tortosa	LOC
:	O
Imp	O
.	O
de	O
José	O
Antonio	O
Ferreres	O
,	O
1843	O
En	O
Salamanca	LOC
:	O
en	O
la	O
imprenta	O
de	O
Pedro	O
Ortiz	O
Gómez	O
,	O
1752	O
En	O
Salamanca	LOC
:	O
en	O
la	O
imprenta	O
de	O
Antonio	O
Villargordo	O
,	O
1752	O
En	O
Salamanca	LOC
:	O
en	O
la	O
imprenta	O
de	O
Pedro	O
Ortiz	O
Gomez	O
,	O
1752	O
En	O
Salamanca	LOC
:	O
por	O
Antonio	O
Villarroel	O
,	O
-LSB-	O
1738	O
-RSB-	O
En	O
Sevilla	LOC
:	O
en	O
la	O
Imprenta	ORG
Real	ORG
de	O
don	O
Diego	O
Lopez	O
de	O
Haro	O
...	O
,	O
-LSB-	O
1740	O
-RSB-	O
Rio	O
de	O
Janeiro	O
,	O
Livraria	O
de	O
B.L.	O
Garnier	O
,	O
1864	O
.	O
Rio	O
de	O
Janeiro	O
,	O
B.L.	O
Garnier	O
,	O
Livrero-Editor	O
,	O
1891	O
.	O
Rio	O
de	O
Janeiro	O
,	O
Lombaerts	O
&	O
C.	O
,	O
1882	O
.	O
Rio	O
de	O
Janeiro	O
,	O
B.L.	O
Garnier-Livrero-editor	O
,	O
1884	O
.	O
Barcelona	LOC
,	O
Timbre	O
imperial	O
,	O
Sección	O
Tipográfica	O
del	O
Crédito	O
Catalán	O
,	O
1887	O
Ann	O
Arbor	O
,	O
University	O
of	O
Michigan	O
,	O
1929	O
Barcelona	LOC
,	O
Editorial	O
Cervantes	O
,	O
1920	O
Montevideo	LOC
,	O
Imprenta	O
de	O
Dornaleche	O
y	O
Reyes	O
,	O
1900	O
Montevideo	LOC
,	O
José	O
María	O
Serrano	O
,	O
Editor	O
,	O
1913	O
Valencia	LOC
,	O
Cervantes	O
,	O
1919	O
New	LOC
York	LOC
,	O
Van	O
Nostrand	O
Co.	O
,	O
1949	O
London	LOC
,	O
Constable	O
&	O
Co	O
LTD	O
,	O
1930	O
Buenos	LOC
Aires	LOC
,	O
Facultad	O
de	O
Derecho	O
y	O
Ciencias	O
Sociales	O
,	O
Instituto	O
de	O
Historia	O
del	O
Derecho	O
Argentino	O
,	O
1941	O
Valencia	LOC
,	O
Sucesor	O
de	O
Vives	O
Mora	O
,	O
1952	O
-LSB-	O
Barcelona	LOC
-RSB-	O
,	O
-LSB-	O
Ed	O
.	O
Cervantes	O
-RSB-	O
,	O
1921	O
México	LOC
,	O
Ediciones	O
Mediterrani	O
,	O
1946	O
Valencia	LOC
,	O
F.	O
Sempere	O
y	O
Compañía	O
,	O
-LSB-	O
1907	O
-RSB-	O
Valencia	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
-LSB-	O
1897	O
-RSB-	O
Paris	LOC
,	O
J.M.	O
Dente	O
et	O
Fils	O
;	O
Londres	LOC
,	O
J.M.	O
Dent	O
and	O
sons	O
LTD	O
;	O
New	LOC
York	LOC
,	O
E.	O
P.	O
Dutlon	O
,	O
-LSB-	O
1929	O
?	O
-RSB-	O
México	LOC
,	O
Editorial	O
Jus	O
,	O
1950	O
México	LOC
,	O
-LSB-	O
Jus	O
-RSB-	O
,	O
1938	O
México	LOC
;	O
reimpreso	O
en	O
Zamora	LOC
,	O
en	O
la	O
Imprenta	O
de	O
J.	O
M.	O
Torres	O
Maldonado	O
...	O
,	O
1885	O
París	LOC
;	O
México	LOC
,	O
Librería	O
de	O
Ch	O
.	O
Bouret	O
,	O
1881	O
Barcelona	LOC
,	O
En	O
la	O
Imprenta	O
de	O
Teresa	PERS
Piferrer	PERS
,	O
Viuda	O
...	O
,	O
1758	O
México	LOC
,	O
Antigua	O
Librería	O
de	O
Abadiano	O
...	O
,	O
1886	O
Paris	LOC
;	O
México	LOC
,	O
Librería	O
de	O
Ch	O
.	O
Bouret	O
...	O
,	O
1879	O
Puebla	LOC
,	O
Imp	O
.	O
del	O
Colegio	O
Pío	O
de	O
Artes	O
y	O
Oficios	O
...	O
,	O
1888	O
México	LOC
,	O
Imprenta	O
de	O
J.	O
R.	O
Navarro	O
,	O
Editor	O
...	O
,	O
1852	O
París	LOC
;	O
México	LOC
,	O
Librería	O
de	O
Ch	O
.	O
Bouret	O
...	O
,	O
1880	O
México	LOC
,	O
Imprenta	O
Tipográfica	O
y	O
Litográfica	O
de	O
Ireneo	O
Paz	O
...	O
,	O
1879	O
-LSB-	O
México	LOC
-RSB-	O
,	O
reimpreso	O
en	O
la	O
Imprenta	O
del	O
hospital	O
de	O
S.	O
Pedro	O
,	O
1834	O
París	LOC
;	O
México	LOC
,	O
Librería	O
de	O
la	O
Vda	O
.	O
de	O
Ch	O
.	O
Bouret	O
...	O
,	O
1899	O
Puebla	LOC
de	O
los	O
Ángeles	O
,	O
Imprenta	O
del	O
Colegio	O
Pío	O
de	O
Artes	O
y	O
Oficios	O
...	O
,	O
1887	O
-LSB-	O
México	LOC
,	O
Imprenta	O
de	O
laVoz	O
de	O
México	LOC
''	O
,	O
1874	O
-RSB-	O
México	LOC
,	O
Imprenta	O
de	O
Galvan	O
a	O
cargo	O
de	O
Mariano	O
Arevalo	O
,	O
1830	O
México	LOC
,	O
Imprenta	O
Católica	O
...	O
,	O
1881	O
Puebla	LOC
,	O
Tip	O
.	O
deLa	O
Misericordia	O
Cristiana	O
''	O
...	O
,	O
1900	O
París	LOC
;	O
México	LOC
,	O
Librería	O
de	O
Ch	O
.	O
Bouret	O
...	O
,	O
1890	O
México	LOC
,	O
El	O
Globo	O
,	O
1895	O
Puebla	LOC
,	O
Imp	O
.	O
del	O
Colegio	O
Pío	O
de	O
Artes	O
,	O
1887	O
México	LOC
,	O
Imprenta	O
de	O
Luis	O
Abadiano	O
,	O
a	O
cargo	O
de	O
J.	O
Mateos	O
...	O
,	O
1842	O
París	LOC
,	O
México	LOC
,	O
Librería	O
de	O
Ch	O
.	O
Bouret	O
,	O
1878	O
México	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1943	O
Sevilla	LOC
,	O
Imprenta	O
de	O
Juan	O
Francisco	O
Blas	O
Quesada	O
,	O
1735	O
México	LOC
,	O
Imprenta	O
de	O
la	O
Biblioteca	O
Mexicana	O
,	O
1795	O
París	LOC
,	O
Librería	O
de	O
Rosa	O
;	O
México	LOC
,	O
Librería	O
Galvan	O
,	O
1840	O
Puebla	LOC
,	O
Imp	O
.	O
por	O
J.	O
F.	O
Castillo	O
...	O
,	O
1876	O
Guadalajara	LOC
,	O
Imprenta	O
de	O
-LSB-	O
Dionisio	O
-RSB-	O
Rodríguez	O
...	O
,	O
1859	O
-LSB-	O
México	LOC
,	O
s.n.	O
,	O
1742	O
-RSB-	O
México	LOC
,	O
Museo	O
Nacional	O
de	O
Arqueología	O
,	O
Historia	O
y	O
Etnología	O
,	O
1909	O
Méjico	O
,	O
Imprenta	O
de	O
Juan	O
R.	O
Navarro	O
,	O
editor	O
,	O
1852	O
Bilbao	LOC
,	O
Administracion	O
delMensajero	O
del	O
Corazon	O
de	O
Jesus	O
''	O
...	O
,	O
1888	O
México	LOC
,	O
Imprenta	O
de	O
J.M.	O
Lara	O
,	O
1869	O
Puebla	LOC
,	O
Imprenta	O
del	O
Col.	O
P.	O
de	O
Artes	O
y	O
Oficios	O
,	O
1888	O
Puebla	LOC
,	O
Tipografía	O
de	O
Narciso	O
Bassols	O
,	O
1880	O
México	LOC
,	O
Tipografía	O
R.	O
Rafael	O
,	O
1846	O
Puebla	LOC
,	O
Tipografía	O
del	O
Colegio	O
Pío	O
de	O
Artes	O
y	O
Oficios	O
,	O
1898	O
México	LOC
,	O
Imprenta	O
de	O
Francisco	PERS
Díaz	PERS
de	PERS
León	PERS
,	O
1889	O
México	LOC
,	O
Imprenta	O
de	O
El	O
Círculo	O
Católico	O
,	O
1889	O
México	LOC
,	O
En	O
la	O
Nueva	O
Imprenta	O
del	O
Real	O
,	O
y	O
mas	O
Antiguo	O
Colegio	O
de	O
San	O
Ildefonso	O
,	O
1755	O
México	LOC
,	O
en	O
casa	O
de	O
Pedro	O
Ocharte	O
,	O
1583	O
México	LOC
,	O
en	O
la	O
Imprenta	ORG
Real	ORG
del	O
Superior	O
Govierno	O
,	O
y	O
del	O
Nuevo	O
Rezado	O
,	O
de	O
Doña	O
Maria	O
de	O
Rivera	O
,	O
en	O
el	O
Empedradillo	O
,	O
1747	O
México	LOC
,	O
en	O
la	O
Imprenta	O
de	O
la	O
Viuda	O
de	O
Bernardo	O
Calderos	O
,	O
vendese	O
en	O
su	O
tienda	O
...	O
,	O
1648	O
México	LOC
,	O
Imprenta	O
deLa	O
Constitución	O
Sociall	O
''	O
,	O
1868	O
Puebla	LOC
,	O
oficina	O
del	O
Oratorio	O
de	O
S.	O
Felipe	O
Neri	O
,	O
1819	O
México	LOC
,	O
Imprenta	O
de	O
la	O
Reforma	O
,	O
1883	O
México	LOC
,	O
en	O
la	O
Imprenta	O
de	O
D.	O
Phelipe	O
de	O
Zuñiga	O
y	O
Ontiveros	O
...	O
,	O
1769	O
México	LOC
,	O
Escalerillas	O
,	O
1874	O
México	LOC
,	O
Imprenta	O
Imperial	O
,	O
1866	O
México	LOC
,	O
Mariano	O
Nava	O
...	O
,	O
1899	O
México	LOC
,	O
Imp	O
.	O
del	O
Tecpam	O
de	O
Santiago	O
,	O
|	O
c	O
1872	O
México	LOC
,	O
Imprenta	O
de	O
Vicente	O
G.	O
Torres	O
,	O
1867	O
México	LOC
,	O
Oficina	O
de	O
D.	O
José	O
María	O
Ramos	O
Palomera	O
,	O
1822	O
.	O
México	LOC
,	O
Impreso	O
en	O
la	O
Oficina	O
del	O
Aguila	O
...	O
,	O
1825	O
.	O
México	LOC
,	O
Imprenta	O
de	O
Vicente	PERS
García	PERS
Torres	PERS
...	O
,	O
1847	O
México	LOC
,	O
en	O
la	O
Imprenta	O
del	O
Aguila	O
,	O
1826	O
.	O
México	LOC
,	O
Imprenta	O
de	O
Vicente	PERS
García	PERS
Torres	PERS
,	O
1845	O
México	LOC
,	O
por	O
la	O
Viuda	O
de	O
D.	O
Joseph	O
Bernardo	O
de	O
Hogal	O
,	O
1748	O
Puebla	LOC
,	O
Escuela	O
Lino-Tipográfica	O
Salesiana	O
,	O
1919	O
México	LOC
,	O
por	O
Don	O
Mariano	O
de	O
Zúñiga	O
y	O
Ontiveros	O
,	O
1804	O
México	LOC
,	O
por	O
Antonio	O
Calderon	O
...	O
,	O
-LSB-	O
1649	O
-RSB-	O
México	LOC
,	O
Imprenta	O
de	O
Aguilar	O
e	O
Hijos	O
...	O
,	O
1882	O
México	LOC
,	O
Imprenta	O
de	O
I.	O
Cumplido	O
...	O
,	O
1873	O
Puebla	LOC
,	O
Imprenta	O
Liberal	O
de	O
Moreno	O
Hermanos	O
,	O
1821	O
México	LOC
,	O
Impreso	O
por	O
I.	O
Avila	O
...	O
,	O
1838	O
-LSB-	O
México	LOC
,	O
Imprenta	O
de	O
D.	O
Mariano	O
Ontiveros	O
,	O
1821-1823	O
-RSB-	O
Cuernavaca	LOC
,	O
Luis	O
G.	O
Miranda	O
impresor	O
,	O
1900	O
México	LOC
,	O
Imprenta	O
del	O
Gobierno	O
Federal	O
...	O
,	O
1893	O
México	LOC
,	O
Oficina	O
Tip	O
.	O
de	O
la	O
Secretaría	O
de	O
Fomento	O
,	O
1893	O
México	LOC
,	O
Imp	O
.	O
de	O
I.	O
Escalante	O
...	O
,	O
1878	O
-LSB-	O
México	LOC
,	O
Secretaría	O
de	O
Instrucción	O
Pública	O
y	O
Bellas	O
Artes	O
-RSB-	O
,	O
1910	O
México	LOC
,	O
Eduardo	O
Guerrero	O
ed.	O
,	O
1931	O
México	LOC
,	O
Oficina	O
Tipográfica	O
de	O
la	O
Secretaría	O
de	O
Fomento	O
...	O
,	O
1902	O
-LSB-	O
México	LOC
,	O
Imprenta	O
y	O
Fototipia	O
de	O
la	O
Secretaría	O
de	O
Fomento	O
-RSB-	O
,	O
1906	O
Paris	LOC
,	O
Impr	O
.	O
J.	O
Claye	O
,	O
1859	O
México	LOC
,	O
La	O
Casa	O
de	O
España	LOC
en	O
México	LOC
,	O
1940	O
Bogota	O
,	O
Ediciones	O
Sol	O
y	O
Luna	O
,	O
1967	O
México	LOC
,	O
Fondo	O
de	O
Cultura	O
Ecómica	O
,	O
1956	O
Bogotá	LOC
,	O
Imprenta	O
deEl	O
Mosaico	O
''	O
,	O
1864	O
Barcelona	LOC
,	O
Casa	O
Editoria	O
Maucci	O
,	O
1920	O
Mexico	LOC
,	O
en	O
el	O
Conuento	O
de	O
Santiago	O
Tlatilulco	O
,	O
por	O
M.	O
Ocharte	O
,	O
1600	O
Barcelona	LOC
,	O
Casa	O
Editorial	O
Maucci	O
,	O
1920	O
México	LOC
,	O
Imprenta	O
de	O
I.	O
Cumplido	O
...	O
,	O
1874	O
Londres	LOC
:	O
En	O
la	O
Imprenta	O
de	O
R.	O
Taylor	O
,	O
1826	O
Puebla	LOC
,	O
Imp	O
.	O
del	O
Colegio	O
Pío	O
de	O
Artes	O
y	O
Oficios	O
...	O
,	O
1889	O
Buenos	LOC
Aires	LOC
,	O
Impresores	O
Silla	O
Hermanos	O
,	O
1926	O
Buenos	LOC
Aires	LOC
,	O
A.	O
Baiocco	O
y	O
Cia	O
.	O
Editores	O
,	O
1933	O
Buenos	LOC
Aires	LOC
,	O
A.	O
Baiocco	O
y	O
Cía	O
.	O
Editores	O
,	O
1942	O
Buenos	LOC
Aires	LOC
,	O
-LSB-	O
s.	O
n.	O
-RSB-	O
,	O
1916-1931	O
Berlin	O
:	O
Wehrhahn-Verlag	O
Valencia	LOC
,	O
F.	O
Sempere	O
y	O
Compañia	O
editores	O
,	O
1909	O
Sub	O
domino	O
Blasio	O
Romero	O
...	O
est	O
impressum	O
hoc	O
opus	O
in	O
ciuitate	O
Neapolis	O
:	O
-LSB-	O
Mathias	O
Moravus	O
-RSB-	O
,	O
1075	O
-LSB-	O
i.e.	O
1475	O
-RSB-	O
Empremido	O
en	O
la	O
muy	O
noble	O
-LSB-	O
et	O
-RSB-	O
muy	O
leal	O
cibdad	O
de	O
Seuilla	LOC
:	O
por	O
Meynardo	O
Vngut	O
aleman	O
y	O
Stanislao	O
Polono	O
,	O
a	O
treynta	O
dias	O
d	O
-LSB-	O
e	O
-RSB-	O
nouienbre	O
1497	O
-LSB-	O
Venetiis	LOC
-RSB-	O
:	O
Vindelinus	O
de	O
Spira	O
,	O
1470	O
Valentiae	LOC
Edetanorum	O
:	O
Ex	O
officina	O
Monfortiana	O
,	O
1790	O
En	O
Çaragoça	LOC
:	O
por	O
Pedro	O
Verges	O
:	O
a	O
costa	O
de	O
Iusepe	O
Ginobart	O
...	O
,	O
1630	O
En	O
Sevilla	LOC
:	O
en	O
la	O
Imprenta	O
de	O
Joseph	PERS
Padrino	PERS
...	O
,	O
-LSB-	O
entre	O
1748-1775	O
-RSB-	O
En	O
Valencia	LOC
:	O
por	O
Joseph	O
y	O
Thomàs	O
de	O
Orga	O
...	O
,	O
1777	O
En	O
Sevilla	LOC
:	O
por	O
Francisco	LOC
de	LOC
Leefdael	LOC
...	O
,	O
-LSB-	O
entre	O
1700-1729	O
-RSB-	O
Hallaràse	O
...	O
en	O
Salamanca	LOC
:	O
en	O
la	O
Imprenta	O
de	O
la	O
Santa	O
Cruz	O
...	O
,	O
-LSB-	O
entre	O
1725-1800	O
?	O
-RSB-	O
En	O
Valladolid	LOC
:	O
en	O
la	O
Imprenta	O
de	O
Alonso	PERS
del	PERS
Riego	PERS
...	O
,	O
-LSB-	O
entre	O
1700-1760	O
-RSB-	O
En	O
Sevilla	LOC
:	O
por	O
Manuèl	O
Nicolàs	O
Vazquez	O
...	O
,	O
-LSB-	O
entre	O
1758	O
y	O
1796	O
-RSB-	O
Valencia	LOC
:	O
en	O
la	O
Imprenta	ORG
de	ORG
Joseph	ORG
y	O
Thomas	O
de	O
Orga	O
...	O
,	O
1777	O
Hallaràse	O
...	O
en	O
Salamanca	LOC
:	O
en	O
la	O
Imprenta	O
de	O
Antonio	O
Villargordo	O
...	O
,	O
-LSB-	O
entre	O
1729-1756	O
-RSB-	O
-LSB-	O
Zaragoza	LOC
-RSB-	O
:	O
en	O
el	O
Hospital	O
Real	O
y	O
General	O
de	O
nuestra	O
Señora	O
de	O
Gracia	O
,	O
de	O
la	O
ciudad	O
de	O
Zaragoça	LOC
:	O
a	O
costa	O
de	O
Pedro	O
Escuer	O
...	O
,	O
1632	O
En	O
Valencia	LOC
:	O
por	O
Siluestre	O
Esparsa	O
...	O
:	O
acosta	O
de	O
Iuan	PERS
Sonzoni	O
...	O
,	O
1636	O
En	O
Valencia	LOC
:	O
por	O
Claudio	O
Macé	O
...	O
:	O
a	O
costa	O
de	O
Iuan	PERS
Sonzoni	O
...	O
,	O
1642	O
En	O
Çaragoça	LOC
:	O
por	O
Diego	O
Dormer	O
:	O
a	O
costa	O
de	O
Iusepe	O
Ginobart	O
...	O
,	O
1633	O
En	O
Huesca	LOC
:	O
por	O
Pedro	O
Bluson	O
...	O
:	O
acosta	O
de	O
Pedro	O
Escuer	O
...	O
,	O
1634	O
En	O
Zaragoça	LOC
:	O
por	O
los	O
herederos	O
de	O
Pedro	O
Lanaja	O
,	O
y	O
Lamarca	O
...	O
,	O
1652	O
-LSB-	O
Lisboa	LOC
?	O
-RSB-	O
:	O
-LSB-	O
en	O
la	O
officina	O
Craesbeekiana	O
...	O
?	O
:	O
a	O
costa	O
de	O
Iuan	PERS
Leite	O
Pereira	O
...	O
-RSB-	O
,	O
-LSB-	O
1652	O
?	O
-RSB-	O
En	O
Lisboa	LOC
...	O
:	O
en	O
la	O
Emprenta	O
de	O
Pablo	PERS
Craesbeeck	PERS
...	O
:	O
a	O
costa	O
de	O
Iuan	PERS
Leite	O
Pereira	O
...	O
,	O
1647	O
-LSB-	O
En	O
Lisboa	LOC
?	O
-RSB-	O
:	O
-LSB-	O
por	O
Antonio	O
Alvarez	O
...	O
?	O
-RSB-	O
,	O
-LSB-	O
1649	O
?	O
-RSB-	O
Impresso	O
en	O
Pamplona	LOC
:	O
por	O
Ioseph	O
del	O
Espiritu	O
Santo	O
,	O
-LSB-	O
1675	O
?	O
-RSB-	O
En	O
Barcelona	LOC
